,title,magnitude,date_time,tsunami,nst,depth,latitude,longitude,location,continent,country,date_parsed
0,"M 7.0 - 18 km SW of Malango, Solomon Islands",7,22-11-2022 02:03,1,117,14,-9.7963,159.596,"Malango, Solomon Islands",Oceania,Solomon Islands,11/22/2022
1,"M 6.9 - 204 km SW of Bengkulu, Indonesia",6.9,18-11-2022 13:37,0,99,25,-4.9559,100.738,"Bengkulu, Indonesia",,,11/18/2022
2,M 7.0 - ,7,12/11/2022 7:09,1,147,579,-20.0508,-178.346,,Oceania,Fiji,12/11/2022
3,"M 7.3 - 205 km ESE of Neiafu, Tonga",7.3,11/11/2022 10:48,1,149,37,-19.2918,-172.129,"Neiafu, Tonga",,,11/11/2022
4,M 6.6 - ,6.6,9/11/2022 10:14,1,131,624.464,-25.5948,178.278,,,,9/11/2022
5,M 7.0 - south of the Fiji Islands,7,9/11/2022 9:51,1,142,660,-26.0442,178.381,the Fiji Islands,,,9/11/2022
6,M 6.8 - south of the Fiji Islands,6.8,9/11/2022 9:38,1,136,630.379,-25.9678,178.363,the Fiji Islands,,,9/11/2022
7,"M 6.7 - 60 km SSW of Boca Chica, Panama",6.7,20-10-2022 11:57,1,145,20,7.6712,-82.3396,"Boca Chica, Panama",,Panama,10/20/2022
8,"M 6.8 - 55 km SSW of Aguililla, Mexico",6.8,22-09-2022 06:16,1,175,20,18.33,-102.913,"Aguililla, Mexico",North America,Mexico,9/22/2022
9,"M 7.6 - 35 km SSW of Aguililla, Mexico",7.6,19-09-2022 18:05,1,271,26.943,18.3667,-103.252,"Aguililla, Mexico",North America,Mexico,9/19/2022
10,"M 6.9 - 90 km E of Yujing, Taiwan",6.9,18-09-2022 06:44,1,215,10,23.1444,121.307,"Yujing, Taiwan",Asia,Taiwan,9/18/2022
11,"M 6.5 - 96 km SE of Lugu, Taiwan",6.5,17-09-2022 13:41,1,178,10,23.029,121.348,"Lugu, Taiwan",Asia,Taiwan,9/17/2022
12,"M 7.0 - 209 km SSE of Isangel, Vanuatu",7,14-09-2022 11:04,1,192,137,-21.2077,170.239,"Isangel, Vanuatu",,,9/14/2022
13,"M 7.6 - 70 km E of Kainantu, Papua New Guinea",7.6,10/9/2022 23:47,1,272,116,-6.2237,146.471,"Kainantu, Papua New Guinea",Oceania,Papua New Guinea,10/9/2022
14,"M 6.6 - 44 km SE of Kangding, China",6.6,5/9/2022 4:52,0,141,12,29.7263,102.279,"Kangding, China",Asia,People's Republic of China,5/9/2022
15,M 6.6 - south of the Kermadec Islands,6.6,14-08-2022 13:44,1,68,30,-32.6922,-178.959,the Kermadec Islands,,,8/14/2022
16,"M 7.0 - 11 km NE of Bantay, Philippines",7,27-07-2022 00:43,1,152,33.729,17.5978,120.809,"Bantay, Philippines",Asia,Philippines,7/27/2022
17,"M 6.5 - 107 km SSW of Tarauacá, Brazil",6.5,8/6/2022 0:55,0,236,622.73,-9.0618,-71.1647,"Tarauacá, Brazil",South America,Brazil,8/6/2022
18,"M 7.2 - 10 km W of Azángaro, Peru",7.2,26-05-2022 12:02,1,144,236,-14.8628,-70.3081,"Azángaro, Peru",South America,Peru,5/26/2022
19,M 6.9 - ,6.9,19-05-2022 10:13,1,127,10,-54.1325,159.027,,,,5/19/2022
20,"M 6.8 - 86 km NNW of San Antonio de los Cobres, Argentina",6.8,10/5/2022 23:06,1,162,220,-23.6141,-66.7236,"San Antonio de los Cobres, Argentina",South America,Argentina,10/5/2022
21,"M 6.6 - 55 km WSW of Masachapa, Nicaragua",6.6,21-04-2022 07:42,1,0,27,11.5538,-86.9919,"Masachapa, Nicaragua",,,4/21/2022
22,M 7.0 - southeast of the Loyalty Islands,7,31-03-2022 05:44,1,0,10,-22.5732,170.349,the Loyalty Islands,,,3/31/2022
23,"M 6.9 - 284 km ESE of Tadine, New Caledonia",6.9,30-03-2022 20:56,1,0,10,-22.72,170.277,"Tadine, New Caledonia",,,3/30/2022
24,"M 6.7 - 65 km S of Hualien City, Taiwan",6.7,22-03-2022 17:41,1,0,24,23.3421,121.636,"Hualien City, Taiwan",Asia,Taiwan,3/22/2022
25,"M 7.3 - 57 km ENE of Namie, Japan",7.3,16-03-2022 14:36,1,0,41,37.7015,141.587,"Namie, Japan",,,3/16/2022
26,"M 6.7 - 166 km W of Pariaman, Indonesia",6.7,13-03-2022 21:09,0,0,28,-0.6831,98.6034,"Pariaman, Indonesia",Asia,Indonesia,3/13/2022
27,"M 6.6 - Kermadec Islands, New Zealand",6.6,2/3/2022 12:52,1,0,24,-30.0528,-177.74,"Kermadec Islands, New Zealand",,,2/3/2022
28,M 6.8 - south of the Fiji Islands,6.8,16-02-2022 20:21,1,0,535,-23.7852,-179.968,the Fiji Islands,,,2/16/2022
29,"M 6.5 - 49 km NW of Barranca, Peru",6.5,3/2/2022 15:58,0,0,110,-4.455,-76.9395,"Barranca, Peru",South America,Peru,3/2/2022
30,M 6.5 - Kermadec Islands region,6.5,29-01-2022 02:46,1,0,8,-29.535,-176.729,Kermadec Islands region,,,1/29/2022
31,"M 6.6 - 80 km SW of Labuan, Indonesia",6.6,14-01-2022 09:05,0,0,33,-6.9291,105.251,"Labuan, Indonesia",,Indonesia,1/14/2022
32,"M 6.5 - 71 km SE of Nikolski, Alaska",6.5,11/1/2022 12:39,1,97,37,52.502,-168.08,"Nikolski, Alaska",,,11/1/2022
33,"M 6.5 - 71 km SE of Nikolski, Alaska",6.5,11/1/2022 12:39,1,23,37,52.502,-168.08,"Nikolski, Alaska",,,11/1/2022
34,"M 6.6 - 53 km SE of Nikolski, Alaska",6.6,11/1/2022 12:39,1,0,19,52.6252,-168.15,"Nikolski, Alaska",,,11/1/2022
35,"M 6.7 - 91 km SE of Nikolski, Alaska",6.7,11/1/2022 11:35,1,50,33,52.48,-167.736,"Nikolski, Alaska",,,11/1/2022
36,"M 6.7 - 91 km SE of Nikolski, Alaska",6.7,11/1/2022 11:35,1,20,33,52.48,-167.736,"Nikolski, Alaska",,,11/1/2022
37,"M 6.8 - 100 km SE of Nikolski, Alaska",6.8,11/1/2022 11:35,1,0,20,52.6563,-167.917,"Nikolski, Alaska",,,11/1/2022
38,"M 6.6 - 48 km WNW of Pólis, Cyprus",6.6,11/1/2022 1:07,0,0,21,35.1456,31.9095,"Pólis, Cyprus",Asia,,11/1/2022
39,"M 6.6 - northern Qinghai, China",6.6,7/1/2022 17:45,0,0,13,37.8167,101.299,"northern Qinghai, China",Asia,People's Republic of China,7/1/2022
40,"M 7.3 - 125 km NNE of Lospalos, Timor Leste",7.3,29-12-2021 18:25,0,0,165.49,-7.5924,127.581,"Lospalos, Timor Leste",,Indonesia,12/29/2021
41,M 7.3 - Flores Sea,7.3,14-12-2021 03:20,1,0,14.27,-7.6033,122.2,Flores Sea,Asia,Indonesia,12/14/2021
42,"M 7.5 - 43 km NNW of Barranca, Peru",7.5,28-11-2021 10:52,1,0,126,-4.4898,-76.8461,"Barranca, Peru",South America,Peru,11/28/2021
43,"M 6.6 - 177 km SE of Hirara, Japan",6.6,10/11/2021 15:45,1,0,12,23.5414,126.48,"Hirara, Japan",,,10/11/2021
44,"M 6.9 - 112 km E of Chignik, Alaska",6.9,11/10/2021 9:10,1,0,51.6,56.2581,-156.492,"Chignik, Alaska",North America,United States of America,11/10/2021
45,M 6.9 - Vanuatu region,6.9,9/10/2021 10:58,1,0,535,-21.1704,174.54,Vanuatu region,,,9/10/2021
46,M 7.3 - Vanuatu region,7.3,2/10/2021 6:29,1,0,527,-21.1036,174.895,Vanuatu region,,,2/10/2021
47,"M 6.5 - 80 km SW of Jiquilillo, Nicaragua",6.5,22-09-2021 09:57,1,0,21,12.1598,-87.8542,"Jiquilillo, Nicaragua",,,9/22/2021
48,"M 7.0 - Acapulco, Mexico",7,8/9/2021 1:47,1,0,20,16.9502,-99.7877,"Acapulco, Mexico",North America,Mexico,8/9/2021
49,M 7.1 - South Sandwich Islands region,7.1,22-08-2021 21:33,1,0,6,-60.3026,-24.9992,South Sandwich Islands region,,Antarctica,8/22/2021
50,M 6.6 - South Sandwich Islands region,6.6,22-08-2021 00:45,1,0,7,-60.1023,-24.4608,South Sandwich Islands region,,Antarctica,8/22/2021
51,"M 6.9 - 17 km N of Port-Olry, Vanuatu",6.9,18-08-2021 10:10,1,0,93,-14.892,167.085,"Port-Olry, Vanuatu",Oceania,Vanuatu,8/18/2021
52,M 6.9 - South Sandwich Islands region,6.9,16-08-2021 11:10,1,0,16.7,-58.3814,-23.3318,South Sandwich Islands region,,,8/16/2021
53,"M 7.2 - Nippes, Haiti",7.2,14-08-2021 12:29,1,0,10,18.3521,-73.4804,"Nippes, Haiti",North America,Haiti,8/14/2021
54,"M 6.9 - 136 km SE of Perryville, Alaska",6.9,14-08-2021 11:57,1,0,33.3,55.2364,-157.707,"Perryville, Alaska",,,8/14/2021
55,"M 6.9 - 125 km SE of Perryville, Alaska",6.9,14-08-2021 11:57,1,0,20.74,55.2657,-157.68,"Perryville, Alaska",,,8/14/2021
56,M 8.1 - South Sandwich Islands region,8.1,12/8/2021 18:35,0,0,22.79,-58.4157,-25.3206,South Sandwich Islands region,,,12/8/2021
57,M 7.5 - South Sandwich Islands region,7.5,12/8/2021 18:32,1,0,47.23,-57.5959,-25.1874,South Sandwich Islands region,,,12/8/2021
58,"M 7.1 - 60 km ENE of Pondaguitan, Philippines",7.1,11/8/2021 17:46,1,0,55.14,6.4547,126.742,"Pondaguitan, Philippines",,,11/8/2021
59,"M 8.2 - 91 km ESE of Perryville, Alaska",8.2,29-07-2021 06:15,1,0,46.66,55.4742,-157.917,"Perryville, Alaska",,,7/29/2021
60,"M 8.2 - 99 km SE of Perryville, Alaska",8.2,29-07-2021 06:15,1,0,35,55.3154,-157.829,"Perryville, Alaska",,,7/29/2021
61,"M 6.7 - 15 km S of Hukay, Philippines",6.7,23-07-2021 20:48,1,0,110,13.6989,120.713,"Hukay, Philippines",Asia,Philippines,7/23/2021
62,"M 6.7 - 71 km S of Burica, Panama",6.7,21-07-2021 21:15,1,0,10,7.5904,-82.8813,"Burica, Panama",,,7/21/2021
63,"M 6.5 - Kermadec Islands, New Zealand",6.5,20-06-2021 17:05,1,0,25,-30.2144,-177.773,"Kermadec Islands, New Zealand",,,6/20/2021
64,"M 6.5 - 265 km SSE of Alo, Wallis and Futuna",6.5,21-05-2021 22:13,1,0,10,-16.4796,-177.356,"Alo, Wallis and Futuna",,,5/21/2021
65,"M 7.3 - Southern Qinghai, China",7.3,21-05-2021 18:04,0,0,10,34.5861,98.2551,"Southern Qinghai, China",Asia,People's Republic of China,5/21/2021
66,"M 6.7 - 260 km S of Sinabang, Indonesia",6.7,14-05-2021 06:33,0,0,11,0.1684,96.6475,"Sinabang, Indonesia",,,5/14/2021
67,M 6.7 - Mauritius - Reunion region,6.7,12/5/2021 14:05,0,0,10,-17.2495,66.3745,Mauritius - Reunion region,,,12/5/2021
68,M 6.9 - ,6.9,1/5/2021 1:27,1,0,43,38.2296,141.665,,Asia,Japan,1/5/2021
69,"M 6.5 - 207 km WSW of Haveluloto, Tonga",6.5,25-04-2021 22:28,0,0,246,-21.6857,-177.064,"Haveluloto, Tonga",,,4/25/2021
70,"M 6.5 - 225 km WNW of Pangai, Tonga",6.5,24-04-2021 00:23,0,0,301,-18.9204,-176.235,"Pangai, Tonga",,,4/24/2021
71,"M 7.0 - 30 km E of Ishinomaki, Japan",7,20-03-2021 09:09,1,0,43,38.4752,141.607,"Ishinomaki, Japan",Asia,Japan,3/20/2021
72,"M 6.6 - 171 km SSE of Ust’-Kamchatsk Staryy, Russia",6.6,16-03-2021 18:38,1,0,13.23,54.7018,163.208,"Ust’-Kamchatsk Staryy, Russia",,,3/16/2021
73,M 6.5 - Kermadec Islands region,6.5,4/3/2021 23:12,0,0,24,-28.4792,-176.619,Kermadec Islands region,,,4/3/2021
74,"M 8.1 - Kermadec Islands, New Zealand",8.1,4/3/2021 19:28,1,0,28.93,-29.7466,-177.224,"Kermadec Islands, New Zealand",,,4/3/2021
75,"M 7.4 - Kermadec Islands, New Zealand",7.4,4/3/2021 17:41,1,0,43,-29.6131,-177.842,"Kermadec Islands, New Zealand",,,4/3/2021
76,"M 7.3 - 182 km NE of Gisborne, New Zealand",7.3,4/3/2021 13:27,1,0,10,-37.596,179.544,"Gisborne, New Zealand",,,4/3/2021
77,"M 7.1 - 73 km ENE of Namie, Japan",7.1,13-02-2021 14:07,1,0,43.98,37.6856,141.992,"Namie, Japan",,,2/13/2021
78,M 7.7 - southeast of the Loyalty Islands,7.7,10/2/2021 13:19,1,0,10,-23.2787,171.489,the Loyalty Islands,,,10/2/2021
79,M 6.9 - South Shetland Islands,6.9,23-01-2021 23:36,1,0,15,-61.8484,-55.559,South Shetland Islands,,Antarctica,1/23/2021
80,"M 7.0 - 211 km SE of Pondaguitan, Philippines",7,21-01-2021 12:23,1,0,80,5.0074,127.517,"Pondaguitan, Philippines",,,1/21/2021
81,"M 6.7 - 29 km SSW of Turt, Mongolia",6.7,11/1/2021 21:32,0,0,10,51.2407,100.443,"Turt, Mongolia",Asia,Mongolia,11/1/2021
82,"M 6.7 - 146 km WNW of Corral, Chile",6.7,27-12-2020 21:39,1,0,10,-39.3264,-74.9067,"Corral, Chile",,,12/27/2020
83,"M 7.0 - 13 km NNE of Néon Karlovásion, Greece",7,30-10-2020 11:51,0,0,21,37.8973,26.7953,"Néon Karlovásion, Greece",Europe,Greece,10/30/2020
84,"M 7.6 - 99 km SE of Sand Point, Alaska",7.6,19-10-2020 20:54,1,0,28.37,54.662,-159.675,"Sand Point, Alaska",North America,United States of America,10/19/2020
85,M 6.9 - central Mid-Atlantic Ridge,6.9,18-09-2020 21:43,1,0,10,0.9604,-26.8332,central Mid-Atlantic Ridge,,,9/18/2020
86,"M 6.5 - 94 km NW of Vallenar, Chile",6.5,1/9/2020 21:09,0,0,16,-27.9285,-71.3937,"Vallenar, Chile",,,1/9/2020
87,"M 6.8 - 86 km NW of Vallenar, Chile",6.8,1/9/2020 4:09,1,0,21,-28.013,-71.1958,"Vallenar, Chile",,Chile,1/9/2020
88,M 6.5 - central Mid-Atlantic Ridge,6.5,30-08-2020 21:20,0,0,10,0.8696,-29.7046,central Mid-Atlantic Ridge,,,8/30/2020
89,"M 6.9 - 222 km SSE of Katabu, Indonesia",6.9,21-08-2020 04:09,0,0,624,-6.6704,123.493,"Katabu, Indonesia",,Indonesia,8/21/2020
90,"M 6.9 - 122 km WSW of Bengkulu, Indonesia",6.9,18-08-2020 22:29,0,0,26,-4.2791,101.215,"Bengkulu, Indonesia",,Indonesia,8/18/2020
91,"M 6.8 - 138 km WSW of Bengkulu, Indonesia",6.8,18-08-2020 22:23,0,0,22,-4.3724,101.095,"Bengkulu, Indonesia",,Indonesia,8/18/2020
92,"M 6.6 - 13 km E of San Pedro, Philippines",6.6,18-08-2020 00:03,1,0,10,12.0065,124.13,"San Pedro, Philippines",,Philippines,8/18/2020
93,"M 7.8 - 99 km SSE of Perryville, Alaska",7.8,22-07-2020 06:12,1,0,28,55.1079,-158.477,"Perryville, Alaska",,,7/22/2020
94,"M 7.0 - 114 km NNW of Popondetta, Papua New Guinea",7,17-07-2020 02:50,1,0,73,-7.847,147.755,"Popondetta, Papua New Guinea",,Papua New Guinea,7/17/2020
95,"M 6.6 - 97 km N of Batang, Indonesia",6.6,6/7/2020 22:54,0,0,533.76,-5.6368,110.678,"Batang, Indonesia",,Indonesia,6/7/2020
96,"M 7.4 - 9 km SE of Santa María Xadani, Mexico",7.4,23-06-2020 15:29,1,0,20,15.9163,-95.9533,"Santa María Xadani, Mexico",North America,Mexico,6/23/2020
97,M 7.4 - south of the Kermadec Islands,7.4,18-06-2020 12:49,1,0,10,-33.2938,-177.838,the Kermadec Islands,,,6/18/2020
98,"M 6.6 - 130 km WNW of Naze, Japan",6.6,13-06-2020 15:51,1,0,165,28.9386,128.262,"Naze, Japan",,,6/13/2020
99,"M 6.8 - 48 km SW of San Pedro de Atacama, Chile",6.8,3/6/2020 7:35,1,0,112,-23.2966,-68.4204,"San Pedro de Atacama, Chile",South America,Chile,3/6/2020
100,"M 6.5 - Monte Cristo Range, NV Earthquake",6.5,15-05-2020 11:03,0,27,2.7,38.1689,-117.85,"Monte Cristo Range, NV Earthquake",North America,United States of America,5/15/2020
101,"M 6.6 - 175 km SSE of Lata, Solomon Islands",6.6,12/5/2020 22:41,1,0,107,-12.0662,166.648,"Lata, Solomon Islands",,,12/5/2020
102,M 6.8 - Banda Sea,6.8,6/5/2020 13:53,0,0,96,-6.7762,129.785,Banda Sea,,Indonesia,6/5/2020
103,"M 6.5 - 91 km S of Néa Anatolí, Greece",6.5,2/5/2020 12:51,0,0,10,34.1818,25.7101,"Néa Anatolí, Greece",,,2/5/2020
104,"M 6.5 - Stanley, Idaho",6.5,31-03-2020 23:52,0,0,12.06,44.4646,-115.118,"Stanley, Idaho",North America,United States of America,3/31/2020
105,"M 7.5 - 221 km SSE of Severo-Kuril’sk, Russia",7.5,25-03-2020 02:49,1,0,57.8,48.9638,157.695,"Severo-Kuril’sk, Russia",,,3/25/2020
106,"M 7.0 - 95 km ENE of Kuril’sk, Russia",7,13-02-2020 10:33,1,0,143,45.6161,148.959,"Kuril’sk, Russia",Asia,Russia,2/13/2020
107,"M 7.7 - 123 km NNW of Lucea, Jamaica",7.7,28-01-2020 19:10,1,0,14.86,19.4193,-78.756,"Lucea, Jamaica",,,1/28/2020
108,"M 6.7 - 13 km N of Do?anyol, Turkey",6.7,24-01-2020 17:55,0,0,10,38.4312,39.0609,"Do?anyol, Turkey",Asia,Turkey,1/24/2020
109,"M 6.8 - 7 km S of Magsaysay, Philippines",6.8,15-12-2019 06:11,1,0,18,6.6969,125.174,"Magsaysay, Philippines",,Philippines,12/15/2019
110,"M 7.1 - 138km E of Bitung, Indonesia",7.1,14-11-2019 16:17,1,0,33,1.6213,126.416,"Bitung, Indonesia",,Indonesia,11/14/2019
111,"M 6.5 - 166km SSW of Ndoi Island, Fiji",6.5,8/11/2019 10:44,0,0,577,-21.9449,-179.511,"Ndoi Island, Fiji",,,8/11/2019
112,"M 6.6 - 136 km W of Neiafu, Tonga",6.6,4/11/2019 22:43,1,0,10,-18.5747,-175.272,"Neiafu, Tonga",,,4/11/2019
113,"M 6.5 - 2km ESE of Kisante, Philippines",6.5,31-10-2019 01:11,1,0,10,6.9098,125.178,"Kisante, Philippines",,Philippines,10/31/2019
114,"M 6.6 - 10 km NE of Columbio, Philippines",6.6,29-10-2019 01:04,1,0,15,6.7567,125.008,"Columbio, Philippines",,Philippines,10/29/2019
115,"M 6.7 - 70 km WSW of Constitución, Chile",6.7,29-09-2019 15:57,1,0,11,-35.4758,-73.163,"Constitución, Chile",,,9/29/2019
116,"M 6.5 - 11km S of Kairatu, Indonesia",6.5,25-09-2019 23:46,1,0,12.26,-3.4528,128.37,"Kairatu, Indonesia",,Indonesia,9/25/2019
117,"M 6.6 - 34km NNE of Ndoi Island, Fiji",6.6,1/9/2019 15:54,1,0,591,-20.3641,-178.57,"Ndoi Island, Fiji",,Fiji,1/9/2019
118,"M 6.6 - 131km S of Bristol Island, South Sandwich Islands",6.6,27-08-2019 23:55,1,0,16,-60.2152,-26.5801,"Bristol Island, South Sandwich Islands",,United Kingdom of Great Britain and Northern Ireland (the),8/27/2019
119,"M 6.9 - 152 km SW of Labuan, Indonesia",6.9,2/8/2019 12:03,0,0,49,-7.2822,104.791,"Labuan, Indonesia",,,2/8/2019
120,"M 6.8 - 96 km SW of San Antonio, Chile",6.8,1/8/2019 18:28,1,0,25,-34.2364,-72.3102,"San Antonio, Chile",,,1/8/2019
121,"M 6.6 - 62km E of Lakatoro, Vanuatu",6.6,31-07-2019 15:02,1,0,181,-16.1985,167.998,"Lakatoro, Vanuatu",,Vanuatu,7/31/2019
122,"M 7.2 - 93km NNE of Laiwui, Indonesia",7.2,14-07-2019 09:10,1,0,18.98,-0.5858,128.034,"Laiwui, Indonesia",,Indonesia,7/14/2019
123,"M 6.6 - 200km W of Broome, Australia",6.6,14-07-2019 05:39,0,0,10,-18.2242,120.358,"Broome, Australia",,,7/14/2019
124,"M 6.9 - 134km WSW of Kota Ternate, Indonesia",6.9,7/7/2019 15:08,0,0,35,0.5126,126.189,"Kota Ternate, Indonesia",,Indonesia,7/7/2019
125,"M 7.1 - 18km W of Searles Valley, CA",7.1,6/7/2019 3:19,0,77,8,35.7695,-117.599,"Searles Valley, CA",North America,United States of America,6/7/2019
126,"M 7.3 - 292km NW of Saumlaki, Indonesia",7.3,24-06-2019 02:53,1,0,212,-6.4078,129.169,"Saumlaki, Indonesia",,Indonesia,6/24/2019
127,"M 7.3 - 116km NE of L'Esperance Rock, New Zealand",7.3,15-06-2019 22:55,1,0,46,-30.6441,-178.1,"L'Esperance Rock, New Zealand",,,6/15/2019
128,"M 6.6 - 32 km S of La Libertad, El Salvador",6.6,30-05-2019 09:03,1,0,57.92,13.1994,-89.3056,"La Libertad, El Salvador",,,5/30/2019
129,"M 8.0 - 78 km NE of Navarro, Peru",8,26-05-2019 07:41,1,0,122.57,-5.8119,-75.2697,"Navarro, Peru",South America,Peru,5/26/2019
130,"M 7.6 - 46km SSE of Namatanai, Papua New Guinea",7.6,14-05-2019 12:58,1,0,10,-4.051,152.597,"Namatanai, Papua New Guinea",,Papua New Guinea,5/14/2019
131,"M 7.1 - 33km NW of Bulolo, Papua New Guinea",7.1,6/5/2019 21:19,1,0,146,-6.9746,146.449,"Bulolo, Papua New Guinea",,Papua New Guinea,6/5/2019
132,"M 6.8 - 98km SSW of Luwuk, Indonesia",6.8,12/4/2019 11:40,1,0,15.46,-1.8146,122.58,"Luwuk, Indonesia",,Indonesia,12/4/2019
133,"M 6.5 - 83km ENE of Bristol Island, South Sandwich Islands",6.5,9/4/2019 17:53,1,0,38,-58.6262,-25.304,"Bristol Island, South Sandwich Islands",,,9/4/2019
134,"M 7.0 - 22 km NNE of Azángaro, Peru",7,1/3/2019 8:50,1,0,267,-14.7131,-70.1546,"Azángaro, Peru",South America,Peru,1/3/2019
135,"M 7.5 - 111km ESE of Palora, Ecuador",7.5,22-02-2019 10:17,1,0,145,-2.1862,-77.0505,"Palora, Ecuador",South America,Ecuador,2/22/2019
136,"M 6.7 - 5 km SW of Puerto Madero, Mexico",6.7,1/2/2019 16:14,1,0,66,14.6802,-92.4527,"Puerto Madero, Mexico",,Mexico,1/2/2019
137,M 6.7 - Prince Edward Islands region,6.7,22-01-2019 19:01,0,0,13,-43.1219,42.3568,Prince Edward Islands region,,,1/22/2019
138,"M 6.7 - 10 km SSW of Coquimbo, Chile",6.7,20-01-2019 01:32,1,0,63,-30.0404,-71.3815,"Coquimbo, Chile",South America,Chile,1/20/2019
139,"M 6.6 - 94 km NW of Sola, Vanuatu",6.6,15-01-2019 18:06,1,0,35,-13.336,166.875,"Sola, Vanuatu",,Vanuatu,1/15/2019
140,M 6.6 - Molucca Sea,6.6,6/1/2019 17:27,1,0,43.21,2.258,126.758,Molucca Sea,,Indonesia,6/1/2019
141,"M 6.8 - 90km W of Tarauaca, Brazil",6.8,5/1/2019 19:25,0,0,570.41,-8.144,-71.587,"Tarauaca, Brazil",South America,Brazil,5/1/2019
142,"M 7.0 - 96 km ESE of Pondaguitan, Philippines",7,29-12-2018 03:39,1,0,60.21,5.8983,126.921,"Pondaguitan, Philippines",,,12/29/2018
143,"M 7.3 - 187 km SE of Ust’-Kamchatsk Staryy, Russia",7.3,20-12-2018 17:01,1,0,16.56,55.0999,164.699,"Ust’-Kamchatsk Staryy, Russia",,,12/20/2018
144,M 7.1 - South Sandwich Islands region,7.1,11/12/2018 2:26,1,0,133,-58.5446,-26.3856,South Sandwich Islands region,,South Georgia and the South Sandwich Islands,11/12/2018
145,"M 6.6 - 199 km ESE of Tadine, New Caledonia",6.6,5/12/2018 6:43,1,0,10,-22.0629,169.733,"Tadine, New Caledonia",,,5/12/2018
146,"M 7.5 - 166 km ESE of Tadine, New Caledonia",7.5,5/12/2018 4:18,1,0,10,-21.9496,169.427,"Tadine, New Caledonia",,,5/12/2018
147,"M 7.1 - 1 km SE of Point MacKenzie, Alaska",7.1,30-11-2018 17:29,1,0,46.7,61.3464,-149.955,"Point MacKenzie, Alaska",North America,United States of America,11/30/2018
148,"M 6.8 - 187 km E of Levuka, Fiji",6.8,18-11-2018 20:25,1,0,540,-17.8735,-178.927,"Levuka, Fiji",,Fiji,11/18/2018
149,"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.7,9/11/2018 1:49,1,0,10,71.6312,-11.2431,"Olonkinbyen, Svalbard and Jan Mayen",,,9/11/2018
150,"M 6.8 - 32 km SW of Lithakiá, Greece",6.8,25-10-2018 22:54,0,0,14,37.5203,20.5565,"Lithakiá, Greece",Europe,,10/25/2018
151,"M 6.5 - 237 km SW of Port McNeill, Canada",6.5,22-10-2018 06:22,0,0,10,49.297,-129.724,"Port McNeill, Canada",,,10/22/2018
152,"M 6.8 - 210 km SW of Port McNeill, Canada",6.8,22-10-2018 06:16,1,0,10,49.3346,-129.289,"Port McNeill, Canada",,,10/22/2018
153,"M 6.5 - 223 km SW of Port McNeill, Canada",6.5,22-10-2018 05:39,1,0,10,49.2586,-129.412,"Port McNeill, Canada",,,10/22/2018
154,"M 6.5 - 171 km E of Tadine, New Caledonia",6.5,16-10-2018 01:03,1,0,17,-21.7427,169.522,"Tadine, New Caledonia",,,10/16/2018
155,"M 6.7 - 269 km WNW of Ozernovskiy, Russia",6.7,13-10-2018 11:10,1,0,461,52.8549,153.243,"Ozernovskiy, Russia",,,10/13/2018
156,"M 6.5 - 154 km S of Severo-Kuril’sk, Russia",6.5,10/10/2018 23:16,1,0,20,49.2902,156.297,"Severo-Kuril’sk, Russia",,,10/10/2018
157,"M 7.0 - 119 km E of Kimbe, Papua New Guinea",7,10/10/2018 20:48,1,0,39,-5.7012,151.205,"Kimbe, Papua New Guinea",,Papua New Guinea,10/10/2018
158,"M 6.7 - 279 km E of Levuka, Fiji",6.7,30-09-2018 10:52,1,0,550,-18.3604,-178.063,"Levuka, Fiji",,Fiji,9/30/2018
159,"M 7.5 - 72 km N of Palu, Indonesia",7.5,28-09-2018 10:02,0,0,20,-0.2559,119.846,"Palu, Indonesia",,Indonesia,9/28/2018
160,M 6.5 - south of the Fiji Islands,6.5,16-09-2018 21:11,0,0,576,-25.415,178.199,the Fiji Islands,,,9/16/2018
161,M 6.9 - Kermadec Islands region,6.9,10/9/2018 4:19,0,0,115,-31.7447,-179.373,Kermadec Islands region,,,10/9/2018
162,"M 6.5 - 66 km NW of Kirakira, Solomon Islands",6.5,9/9/2018 19:31,1,0,68,-10.0207,161.503,"Kirakira, Solomon Islands",,Solomon Islands,9/9/2018
163,"M 7.9 - 45 km S of Levuka, Fiji",7.9,6/9/2018 15:49,1,0,670.81,-18.4743,179.35,"Levuka, Fiji",,Fiji,6/9/2018
164,"M 6.6 - 27 km ESE of Chitose, Japan",6.6,5/9/2018 18:07,1,0,35,42.6861,141.929,"Chitose, Japan",Asia,Japan,5/9/2018
165,"M 7.1 - 238 km ESE of Tadine, New Caledonia",7.1,29-08-2018 03:51,1,0,21.43,-22.0295,170.126,"Tadine, New Caledonia",,,8/29/2018
166,"M 7.1 - 136 km W of Iñapari, Peru",7.1,24-08-2018 09:04,0,0,630,-11.0355,-70.8284,"Iñapari, Peru",South America,Peru,8/24/2018
167,"M 6.5 - 78 km E of Lakatoro, Vanuatu",6.5,21-08-2018 22:32,1,0,9,-16.0315,168.143,"Lakatoro, Vanuatu",,Vanuatu,8/21/2018
168,"M 7.3 - 40 km ENE of Carúpano, Venezuela",7.3,21-08-2018 21:31,1,0,146.82,10.7731,-62.9019,"Carúpano, Venezuela",,Venezuela,8/21/2018
