,title,magnitude,date_time,tsunami,nst,depth,latitude,longitude,location,continent,country,date_parsed
624,"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,28-05-2006 03:12,0,477,34,-5.724,151.133,"Kimbe, Papua New Guinea",,Papua New Guinea,5/28/2006
625,"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,22-05-2006 11:12,0,548,19,60.772,165.743,"Tilichiki, Russia",Asia,Russia,5/22/2006
626,"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,16-05-2006 15:28,0,701,12,0.093,97.05,"Singkil, Indonesia",,,5/16/2006
627,"M 8.0 - 47 km SSE of Pangai, Tonga",8,3/5/2006 15:26,0,626,55,-20.187,-174.123,"Pangai, Tonga",,,3/5/2006
628,"M 8.0 - 50 km ESE of Pangai, Tonga",8,3/5/2006 15:26,0,0,60.5,-19.99,-173.907,"Pangai, Tonga",,,3/5/2006
629,"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,30-04-2006 21:40,0,282,12,-27.211,-71.056,"Copiapó, Chile",,Chile,4/30/2006
630,"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,30-04-2006 19:17,0,277,12,-27.017,-71.022,"Copiapó, Chile",,Chile,4/30/2006
631,"M 6.6 - 80 km E of Tilichiki, Russia",6.6,29-04-2006 16:58,0,645,11,60.491,167.516,"Tilichiki, Russia",Asia,Russia,4/29/2006
632,"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,20-04-2006 23:25,0,579,22,60.949,167.089,"Tilichiki, Russia",Asia,Russia,4/20/2006
633,"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,7/4/2006 8:30,0,247,14,-16.527,176.989,"Lautoka, Fiji",,,7/4/2006
634,"M 6.7 - 108 km W of Ambon, Indonesia",6.7,14-03-2006 06:57,0,306,30.1,-3.595,127.214,"Ambon, Indonesia",,Indonesia,3/14/2006
635,"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7,22-02-2006 22:19,0,412,11,-21.324,33.583,"Chipinge, Zimbabwe",Africa,Mozambique,2/22/2006
636,"M 6.7 - 26 km NE of Kýthira, Greece",6.7,8/1/2006 11:34,0,769,66,36.311,23.212,"Kýthira, Greece",Europe,Greece,8/1/2006
637,"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,4/1/2006 8:32,0,323,14,28.164,-112.117,"Bahía de Kino, Mexico",,,4/1/2006
638,"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,12/12/2005 21:47,0,529,224.6,36.357,71.093,"Ashk?sham, Afghanistan",Asia,Afghanistan,12/12/2005
639,"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,5/12/2005 12:19,0,561,22,-6.224,29.83,"Kalemie, Democratic Republic",Africa,Tanzania,5/12/2005
640,"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,2/12/2005 13:13,0,464,29,38.089,142.122,"Ishinomaki, Japan",,,2/12/2005
641,"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,19-11-2005 14:10,0,358,21,2.164,96.786,"Sinabang, Indonesia",,Indonesia,11/19/2005
642,"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,17-11-2005 19:26,0,509,147,-22.361,-67.895,"San Pedro de Atacama, Chile",South America,Bolivia,11/17/2005
643,"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,8/10/2005 3:50,0,724,26,34.539,73.588,"Muzaffar?b?d, Pakistan",Asia,Pakistan,8/10/2005
644,"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,29-09-2005 15:50,0,402,25,-5.437,151.84,"Kokopo, Papua New Guinea",,Papua New Guinea,9/29/2005
645,"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,26-09-2005 01:55,0,696,115,-5.678,-76.398,"Yurimaguas, Peru",South America,Peru,9/26/2005
646,"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,9/9/2005 7:26,0,502,90,-4.539,153.474,"Kokopo, Papua New Guinea",,Papua New Guinea,9/9/2005
647,"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,16-08-2005 02:46,0,698,36,38.276,142.039,"Ishinomaki, Japan",,,8/16/2005
648,"M 7.2 - Nicobar Islands, India region",7.2,24-07-2005 15:42,0,636,16,7.92,92.19,"Nicobar Islands, India region",,,7/24/2005
649,"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,5/7/2005 1:52,0,398,21,1.819,97.082,"Singkil, Indonesia",,Indonesia,5/7/2005
650,"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,2/7/2005 2:16,0,446,27,11.245,-86.172,"San Juan del Sur, Nicaragua",,,2/7/2005
651,"M 7.2 - 153 km W of Big Lagoon, California",7.2,15-06-2005 02:50,0,420,16,41.292,-125.953,"Big Lagoon, California",,,6/15/2005
652,"M 7.8 - 102 km ENE of Iquique, Chile",7.8,13-06-2005 22:44,0,714,115.6,-19.987,-69.197,"Iquique, Chile",South America,Chile,6/13/2005
653,"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,19-05-2005 01:54,0,635,30,1.989,97.041,"Singkil, Indonesia",,Indonesia,5/19/2005
654,"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,14-05-2005 05:05,0,695,34,0.587,98.459,"Padangsidempuan, Indonesia",,Indonesia,5/14/2005
655,"M 6.5 - 106 km SW of Padang, Indonesia",6.5,10/4/2005 11:14,0,478,30,-1.714,99.779,"Padang, Indonesia",,Indonesia,10/4/2005
656,"M 6.7 - 113 km SW of Padang, Indonesia",6.7,10/4/2005 10:29,0,656,19,-1.644,99.607,"Padang, Indonesia",,Indonesia,10/4/2005
657,"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,28-03-2005 16:09,0,510,30,2.085,97.108,"Singkil, Indonesia",,Indonesia,3/28/2005
658,"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,20-03-2005 01:53,0,401,10,33.807,130.131,"Maebaru-ch??, Japan",Asia,Japan,3/20/2005
659,M 7.1 - Banda Sea,7.1,2/3/2005 10:42,0,569,201.7,-6.527,129.933,Banda Sea,,Indonesia,2/3/2005
660,"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,26-02-2005 12:56,0,444,36,2.908,95.592,"Sinabang, Indonesia",,Indonesia,2/26/2005
661,"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,19-02-2005 00:04,0,371,10,-5.562,122.129,"Katabu, Indonesia",,Indonesia,2/19/2005
662,"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,15-02-2005 14:42,0,286,39.7,4.756,126.421,"Pulau-Pulau Talaud, Indonesia",,Indonesia,2/15/2005
663,"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,8/2/2005 14:48,0,457,206.3,-14.252,167.259,"Sola, Vanuatu",,Vanuatu,8/2/2005
664,"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,5/2/2005 12:23,0,640,525,5.293,123.337,"Palimbang, Philippines",,,5/2/2005
665,"M 6.6 - 161 km SE of Katsuura, Japan",6.6,19-01-2005 06:11,0,225,27.8,34.064,141.491,"Katsuura, Japan",,,1/19/2005
666,"M 6.6 - Nicobar Islands, India region",6.6,26-12-2004 09:20,0,353,16.1,8.879,92.375,"Nicobar Islands, India region",,,12/26/2004
667,"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,26-12-2004 04:21,0,385,39.2,6.91,92.958,"Sabang, Indonesia",,,12/26/2004
668,M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,26-12-2004 00:58,0,601,30,3.295,95.982,2004 Sumatra - Andaman Islands Earthquake,,Indonesia,12/26/2004
669,M 8.1 - north of Macquarie Island,8.1,23-12-2004 14:59,0,331,10,-49.312,161.345,Macquarie Island,,,12/23/2004
670,"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,14-12-2004 23:20,0,639,10,18.958,-81.409,"George Town, Cayman Islands",,,12/14/2004
671,"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,6/12/2004 14:15,0,759,35,42.9,145.228,"Nemuro, Japan",Asia,Japan,6/12/2004
672,"M 7.0 - 51 km SW of Nemuro, Japan",7,28-11-2004 18:32,0,929,39,43.006,145.119,"Nemuro, Japan",Asia,Japan,11/28/2004
673,"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,26-11-2004 02:25,0,439,10,-3.609,135.404,"Nabire, Indonesia",,Indonesia,11/26/2004
674,"M 7.1 - 255 km W of Riverton, New Zealand",7.1,22-11-2004 20:26,0,585,10,-46.676,164.721,"Riverton, New Zealand",,,11/22/2004
675,"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,15-11-2004 09:06,0,708,15,4.695,-77.508,"Pizarro, Colombia",,Colombia,11/15/2004
676,"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,11/11/2004 21:26,0,301,10,-8.152,124.868,"Maubara, Timor Leste",,Indonesia,11/11/2004
677,"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,11/11/2004 17:34,0,233,10,-11.128,162.208,"Kirakira, Solomon Islands",,,11/11/2004
678,"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,2/11/2004 10:02,0,459,10,49.277,-128.772,"Port McNeill, Canada",,,2/11/2004
679,"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,23-10-2004 08:56,0,782,16,37.226,138.779,"Ojiya, Japan",Asia,Japan,10/23/2004
680,"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,15-10-2004 04:08,0,698,94,24.53,122.694,"Yonakuni, Japan",,,10/15/2004
681,"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7,9/10/2004 21:26,0,441,35,11.422,-86.665,"Masachapa, Nicaragua",,,9/10/2004
682,"M 6.5 - 9 km W of Talisay, Philippines",6.5,8/10/2004 14:36,0,526,105,13.925,120.534,"Talisay, Philippines",,Philippines,8/10/2004
683,"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,8/10/2004 8:27,0,545,36,-10.951,162.161,"Kirakira, Solomon Islands",,Solomon Islands,8/10/2004
684,"M 6.6 - 129 km ESE of Shing?, Japan",6.6,6/9/2004 23:29,0,478,10,33.205,137.227,"Shing?, Japan",,,6/9/2004
685,"M 7.4 - 118 km ESE of Shing?, Japan",7.4,5/9/2004 14:57,0,594,10,33.184,137.071,"Shing?, Japan",,,5/9/2004
686,"M 7.2 - 94 km SE of Shing?, Japan",7.2,5/9/2004 10:07,0,643,14,33.07,136.618,"Shing?, Japan",,,5/9/2004
687,"M 6.5 - 67 km ESE of Teno, Chile",6.5,28-08-2004 13:41,0,349,5,-35.173,-70.525,"Teno, Chile",South America,Chile,8/28/2004
688,"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,28-07-2004 03:56,0,305,13.4,-0.443,133.091,"Manokwari, Indonesia",,Indonesia,7/28/2004
689,"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,10/6/2004 15:19,0,798,188.6,55.682,160.003,"Atlasovo, Russia",Asia,Russia,10/6/2004
690,"M 6.6 - 11 km N of Cañete, Chile",6.6,3/5/2004 4:36,0,282,21,-37.695,-73.406,"Cañete, Chile",South America,Chile,3/5/2004
691,"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,23-04-2004 01:50,0,386,65.8,-9.362,122.839,"Naisano Dua, Indonesia",,Indonesia,4/23/2004
692,"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,9/4/2004 15:23,0,424,228.4,-13.174,167.198,"Sola, Vanuatu",,Vanuatu,9/4/2004
693,M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,5/4/2004 21:24,0,728,187.1,36.512,71.029,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan,5/4/2004
694,"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,8/2/2004 8:58,0,256,25.7,-3.665,135.339,"Nabire, Indonesia",,Indonesia,8/2/2004
695,"M 7.3 - Near the south coast of Papua, Indonesia",7.3,7/2/2004 2:42,0,390,10,-4.003,135.023,"Papua, Indonesia",,Indonesia,7/2/2004
696,"M 7.0 - 28 km S of Nabire, Indonesia",7,5/2/2004 21:05,0,367,16.6,-3.615,135.538,"Nabire, Indonesia",,Indonesia,5/2/2004
697,"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,28-01-2004 22:15,0,243,17.4,-3.12,127.4,"Ambon, Indonesia",,Indonesia,1/28/2004
698,"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,27-12-2003 16:00,0,235,10,-22.015,169.766,"Tadine, New Caledonia",,,12/27/2003
699,"M 6.6 - 13 km SSW of Bam, Iran",6.6,26-12-2003 01:56,0,552,10,28.995,58.311,"Bam, Iran",Asia,Iran,12/26/2003
700,"M 6.5 - 3 km SSE of Progreso, Panama",6.5,25-12-2003 07:11,0,405,33,8.416,-82.824,"Progreso, Panama",,Panama,12/25/2003
701,"M 6.5 - 10 km NE of San Simeon, California",6.5,22-12-2003 19:15,0,65,8.382,35.7005,-121.101,"San Simeon, California",North America,United States of America,12/22/2003
702,"M 6.8 - 92 km E of Yujing, Taiwan",6.8,10/12/2003 4:38,0,447,10,23.039,121.362,"Yujing, Taiwan",Asia,Taiwan,10/12/2003
703,"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,25-11-2003 20:19,0,384,35,-5.581,150.88,"Kimbe, Papua New Guinea",,Papua New Guinea,11/25/2003
704,"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,18-11-2003 17:14,0,487,35,12.025,125.416,"Can-Avid, Philippines",,Philippines,11/18/2003
705,"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,6/11/2003 10:38,0,475,113.7,-19.262,168.892,"Isangel, Vanuatu",,,6/11/2003
706,"M 7.0 - 133 km ESE of Ishinomaki, Japan",7,31-10-2003 01:06,0,568,10,37.812,142.619,"Ishinomaki, Japan",,,10/31/2003
707,"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,8/10/2003 9:06,0,556,32,42.648,144.57,"Kushiro, Japan",Asia,,8/10/2003
708,"M 6.7 - 9 km S of Aktash, Russia",6.7,1/10/2003 1:03,0,643,10,50.211,87.721,"Aktash, Russia",Asia,Russia,1/10/2003
709,"M 6.5 - 58 km S of Kushiro, Japan",6.5,29-09-2003 02:36,0,586,25,42.45,144.38,"Kushiro, Japan",,,9/29/2003
710,"M 7.3 - 29 km S of Aktash, Russia",7.3,27-09-2003 11:33,0,667,16,50.038,87.813,"Aktash, Russia",Asia,Russia,9/27/2003
711,"M 7.4 - 119 km ESE of Shizunai-furukawach?, Japan",7.4,25-09-2003 21:08,0,514,33,41.774,143.593,"Shizunai-furukawach?, Japan",Asia,,9/25/2003
712,"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,25-09-2003 19:50,0,0,27,41.815,143.91,"Kushiro, Japan",,,9/25/2003
713,"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,21-09-2003 18:16,0,518,10,19.917,95.672,"Taungdwingyi, Myanmar",Asia,Myanmar,9/21/2003
714,"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,21-08-2003 12:12,0,428,28,-45.104,167.144,"Te Anau, New Zealand",,New Zealand,8/21/2003
715,M 7.6 - Scotia Sea,7.6,4/8/2003 4:37,0,315,10,-60.532,-43.411,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),4/8/2003
716,"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,15-07-2003 18:46,0,156,33,-3.828,152.174,"Rabaul, Papua New Guinea",,Papua New Guinea,7/15/2003
717,"M 6.8 - 42 km W of Ovalle, Chile",6.8,20-06-2003 13:30,0,398,33,-30.608,-71.637,"Ovalle, Chile",South America,Chile,6/20/2003
718,"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,16-06-2003 22:08,0,733,174.8,55.492,159.999,"Atlasovo, Russia",Asia,Russia,6/16/2003
719,"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,7/6/2003 0:32,0,419,33,-5.095,152.502,"Kokopo, Papua New Guinea",,Papua New Guinea,7/6/2003
720,"M 7.0 - 116 km NE of Tobelo, Indonesia",7,26-05-2003 19:23,0,473,31,2.354,128.855,"Tobelo, Indonesia",,Indonesia,5/26/2003
721,"M 7.0 - 27 km SSW of ?funato, Japan",7,26-05-2003 09:24,0,690,68,38.849,141.568,"?funato, Japan",Asia,Japan,5/26/2003
722,"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,21-05-2003 18:44,0,534,12,36.964,3.634,"Dellys, Algeria",,Algeria,5/21/2003
723,"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,25-03-2003 02:53,0,247,33,-8.294,120.743,"Ruteng, Indonesia",,Indonesia,3/25/2003
724,"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,11/3/2003 7:27,0,431,40.2,-4.694,153.238,"Kokopo, Papua New Guinea",,Papua New Guinea,11/3/2003
725,"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,22-01-2003 02:06,0,551,24,18.77,-104.104,"Cuyutlán, Mexico",North America,Mexico,1/22/2003
726,"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,21-01-2003 02:46,0,316,24,13.626,-90.774,"Puerto San José, Guatemala",,,1/21/2003
727,"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,20-01-2003 08:43,0,457,33,-10.491,160.77,"Kirakira, Solomon Islands",,,1/20/2003
728,"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,10/1/2003 13:11,0,323,71.9,-5.311,153.701,"Kokopo, Papua New Guinea",,,10/1/2003
729,"M 6.7 - New Ireland region, Papua New Guinea",6.7,12/12/2002 8:30,0,453,34,-4.786,153.275,"New Ireland region, Papua New Guinea",,Papua New Guinea,12/12/2002
730,"M 7.9 - 75 km E of Cantwell, Alaska",7.9,3/11/2002 22:12,0,0,4.2,63.5141,-147.453,"Cantwell, Alaska",North America,United States of America,3/11/2002
731,"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,2/11/2002 1:26,0,418,30,2.824,96.085,"Sinabang, Indonesia",,Indonesia,2/11/2002
732,"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,23-10-2002 11:27,0,0,4.2,63.5144,-147.912,"Cantwell, Alaska",North America,United States of America,10/23/2002
733,"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,10/10/2002 12:28,0,250,10,-1.511,133.973,"Manokwari, Indonesia",,Indonesia,10/10/2002
734,"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,10/10/2002 10:50,0,375,10,-1.757,134.297,"Manokwari, Indonesia",,Indonesia,10/10/2002
735,"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,13-09-2002 22:28,0,646,21,13.036,93.068,"Bamboo Flat, India",,India,9/13/2002
736,"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,8/9/2002 18:44,0,428,13,-3.302,142.945,"Aitape, Papua New Guinea",,Papua New Guinea,8/9/2002
737,"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,14-08-2002 13:57,0,260,30,14.101,146.199,"San Jose Village, Northern Mariana Islands",,,8/14/2002
738,"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,31-07-2002 00:16,0,533,10,7.929,-82.793,"Punta de Burica, Panama",,Panama,7/31/2002
739,"M 6.5 - 59 km SSW of Abhar, Iran",6.5,22-06-2002 02:58,0,555,10,35.626,49.047,"Abhar, Iran",Asia,Iran,6/22/2002
740,"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,18-06-2002 13:56,0,420,54,-30.805,-71.124,"Monte Patria, Chile",South America,Chile,6/18/2002
741,"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,17-06-2002 21:26,0,272,33,-12.592,166.383,"Sola, Vanuatu",,,6/17/2002
742,"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,26-04-2002 16:06,0,257,85.7,13.088,144.619,"Merizo Village, Guam",,United States of America,4/26/2002
743,"M 6.7 - 31 km SW of Copiapó, Chile",6.7,18-04-2002 16:08,0,462,62,-27.535,-70.586,"Copiapó, Chile",South America,Chile,4/18/2002
744,"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,18-04-2002 05:02,0,292,24.9,16.985,-100.865,"Nuxco, Mexico",North America,,4/18/2002
745,"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,31-03-2002 06:52,0,550,32.8,24.279,122.179,"Hualien City, Taiwan",Asia,,3/31/2002
746,"M 6.5 - 107 km NE of Calama, Chile",6.5,28-03-2002 04:56,0,486,125.1,-21.663,-68.329,"Calama, Chile",South America,Chile,3/28/2002
747,"M 7.5 - Mindanao, Philippines",7.5,5/3/2002 21:16,0,321,31,6.033,124.249,"Mindanao, Philippines",,Philippines,5/3/2002
748,"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,3/3/2002 12:08,0,138,225.6,36.502,70.482,"Jurm, Afghanistan",Asia,Afghanistan,3/3/2002
749,"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,5/2/2002 13:27,0,444,39,-5.345,151.248,"Kimbe, Papua New Guinea",,Papua New Guinea,5/2/2002
750,"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,3/2/2002 7:11,0,482,5,38.573,31.271,"Sultanda??, Turkey",Asia,Turkey,3/2/2002
751,"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,10/1/2002 11:14,0,333,11,-3.212,142.427,"Aitape, Papua New Guinea",,Papua New Guinea,10/1/2002
752,"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,3/1/2002 10:17,0,386,10,-17.664,168.004,"Port-Vila, Vanuatu",,Vanuatu,3/1/2002
753,"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,2/1/2002 17:22,0,427,21,-17.6,167.856,"Port-Vila, Vanuatu",,Vanuatu,2/1/2002
754,"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,23-12-2001 22:52,0,385,16,-9.613,159.53,"Malango, Solomon Islands",,Solomon Islands,12/23/2001
755,"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,18-12-2001 04:02,0,499,14,23.954,122.734,"Yonakuni, Japan",,,12/18/2001
756,"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,2/12/2001 13:01,0,605,123.8,39.402,141.089,"Hanamaki, Japan",Asia,Japan,2/12/2001
757,"M 7.8 - Southern Qinghai, China",7.8,14-11-2001 09:26,0,368,10,35.946,90.541,"Southern Qinghai, China",Asia,People's Republic of China,11/14/2001
758,"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7,31-10-2001 09:10,0,254,33,-5.912,150.196,"Kimbe, Papua New Guinea",,Papua New Guinea,10/31/2001
759,"M 7.5 - 155 km E of Kendari, Indonesia",7.5,19-10-2001 03:28,0,234,33,-4.102,123.907,"Kendari, Indonesia",,Indonesia,10/19/2001
760,"M 7.0 - 69 km SSE of Inarajan Village, Guam",7,12/10/2001 15:02,0,482,37,12.686,144.98,"Inarajan Village, Guam",,,12/10/2001
761,"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,11/9/2001 14:56,0,174,33,-0.578,133.13,"Manokwari, Indonesia",,Indonesia,11/9/2001
762,"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,28-07-2001 07:32,0,0,131.8,58.775,-154.701,"Kokhanok, Alaska",North America,United States of America,7/28/2001
763,"M 6.5 - 32 km WNW of Skýros, Greece",6.5,26-07-2001 00:21,0,483,10,39.059,24.244,"Skýros, Greece",Europe,Greece,7/26/2001
764,"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,7/7/2001 9:38,0,398,33,-17.543,-72.077,"Punta de Bombón, Peru",,Peru,7/7/2001
765,"M 6.6 - 31 km S of Achanizo, Peru",6.6,5/7/2001 13:53,0,324,62,-16.086,-73.987,"Achanizo, Peru",,Peru,5/7/2001
766,"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,26-06-2001 04:18,0,422,24,-17.745,-71.649,"Pacocha, Peru",,Peru,6/26/2001
767,"M 8.4 - 6 km SSW of Atico, Peru",8.4,23-06-2001 20:33,0,518,33,-16.265,-73.641,"Atico, Peru",,Peru,6/23/2001
768,"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,19-04-2001 21:43,0,282,17,-7.41,155.865,"Panguna, Papua New Guinea",,Solomon Islands,4/19/2001
769,"M 6.8 - 16 km SSW of Kure, Japan",6.8,24-03-2001 06:27,0,596,50,34.083,132.526,"Kure, Japan",Asia,Japan,3/24/2001
770,"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,19-03-2001 05:52,0,206,33,-4.029,128.02,"Ambon, Indonesia",,Indonesia,3/19/2001
771,"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,28-02-2001 18:54,0,67,51.798,47.149,-122.727,"Longbranch, Washington",North America,United States of America,2/28/2001
772,"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,24-02-2001 07:23,0,426,35,1.271,126.249,"Ternate, Indonesia",,Indonesia,2/24/2001
773,"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,13-02-2001 19:28,0,221,36,-4.68,102.562,"Bengkulu, Indonesia",,Indonesia,2/13/2001
774,"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,13-02-2001 14:22,0,273,10,13.671,-88.938,"Cojutepeque, El Salvador",,El Salvador,2/13/2001
775,"M 7.7 - 17 km NW of Bhach?u, India",7.7,26-01-2001 03:16,0,472,16,23.419,70.232,"Bhach?u, India",Asia,India,1/26/2001
776,"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,16-01-2001 13:25,0,117,28,-4.022,101.776,"Bengkulu, Indonesia",,Indonesia,1/16/2001
777,"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,13-01-2001 17:33,0,427,60,13.049,-88.66,"Puerto El Triunfo, El Salvador",,,1/13/2001
778,"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,10/1/2001 16:02,0,0,36.4,56.7744,-153.281,"Old Harbor, Alaska",North America,,10/1/2001
779,"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,9/1/2001 16:49,0,372,103,-14.928,167.17,"Port-Olry, Vanuatu",,Vanuatu,9/1/2001
780,"M 6.8 - Mindanao, Philippines",6.8,1/1/2001 8:54,0,64,33,6.631,126.899,"Mindanao, Philippines",,,1/1/2001
781,"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,1/1/2001 6:57,0,324,33,6.898,126.579,"Lukatan, Philippines",,Philippines,1/1/2001
